panel,cell,left,right,providers,opportunities,benefit,production_cost,verification_cost,commitment_cost,appeal_cost,repair_cost,scope_cost,harm,accident_rate,breach_rate,unreliable_fraction,unreliable_multiplier,allegation_rate,externality_rate,identity_reset_rate,evidence_accuracy,false_positive_rate,repair_success,audit_rate,successes_to_trust,exclusion_length,shock_start,shock_end,shock_breach_rate,mean_delta,ci_low,ci_high,analytic_delta,monte_carlo_error,max_tape_oracle_error
retry,retry-097,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.09601000000000004,0.08584999999999998,0.10648000000000006,0.09405,0.001960000000000045,5.134781488891349e-16
retry,retry-098,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.3970299999999993,-0.42260499999999934,-0.3717999999999993,,,
retry,retry-098,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.09600999999999997,0.08585000000000012,0.10647999999999999,0.09405,0.0019599999999999757,5.134781488891349e-16
retry,retry-099,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.37911950000000116,0.36101650000000113,0.3979750000000011,,,
retry,retry-099,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.48752500000000054,0.4721800000000006,0.5027700000000006,0.47024999999999995,0.017275000000000595,8.881784197001252e-16
retry,retry-100,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.08999000000000146,0.06767000000000141,0.11448000000000158,,,
retry,retry-100,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.4875250000000005,0.47218000000000054,0.5027700000000005,0.47024999999999995,0.01727500000000054,7.216449660063518e-16
retry,retry-101,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.3510549999999988,-0.38357499999999883,-0.31776999999999883,,,
retry,retry-101,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.4875250000000005,0.4721800000000004,0.5027700000000005,0.47024999999999995,0.01727500000000054,6.661338147750939e-16
retry,retry-102,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.026748499999999353,-0.04058949999999935,-0.01229949999999933,,,
retry,retry-102,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07341000000000017,0.06455500000000025,0.08253000000000021,0.07125,0.0021600000000001757,5.204170427930421e-16
retry,retry-103,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.18271499999999852,-0.20015499999999845,-0.16438499999999862,,,
retry,retry-103,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07341000000000004,0.0645550000000001,0.08253000000000002,0.07125,0.0021600000000000508,5.204170427930421e-16
retry,retry-104,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.4206299999999993,-0.4448799999999992,-0.39636499999999925,,,
retry,retry-104,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07341000000000004,0.06455499999999995,0.08253000000000003,0.07125,0.0021600000000000508,5.551115123125783e-16
retry,retry-105,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.25915950000000126,0.2435950000000012,0.2761955000000013,,,
retry,retry-105,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.3707250000000005,0.35808000000000045,0.3837650000000005,0.35624999999999996,0.01447500000000057,7.216449660063518e-16
retry,retry-106,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.02996999999999872,-0.05063499999999903,-0.007474999999998411,,,
retry,retry-106,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.37072500000000047,0.35808000000000045,0.38376500000000047,0.35624999999999996,0.014475000000000515,7.771561172376096e-16
retry,retry-107,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.4710149999999989,-0.502024999999999,-0.43918499999999894,,,
retry,retry-107,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.37072500000000036,0.3580800000000004,0.38376500000000036,0.35624999999999996,0.014475000000000404,5.551115123125783e-16
retry,retry-108,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.08574849999999934,-0.09650949999999939,-0.07489949999999927,,,
retry,retry-108,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.016910000000000137,0.010905000000000165,0.022825000000000074,0.014249999999999999,0.002660000000000138,6.175615574477433e-16
retry,retry-109,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.2417149999999985,-0.2565149999999983,-0.2270999999999986,,,
retry,retry-109,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.016910000000000026,0.010905000000000054,0.022824999999999963,0.014249999999999999,0.002660000000000027,3.712308238590367e-16
retry,retry-110,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.47962999999999917,-0.5010899999999993,-0.4587149999999992,,,
retry,retry-110,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.016910000000000026,0.010904999999999988,0.02282500000000003,0.014249999999999999,0.002660000000000027,4.996003610813204e-16
retry,retry-111,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.04074049999999887,-0.05344199999999901,-0.02711199999999887,,,
retry,retry-111,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07872500000000053,0.06958000000000053,0.08790000000000062,0.07125,0.007475000000000537,9.992007221626409e-16
retry,retry-112,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.32986999999999866,-0.34787999999999897,-0.31043999999999844,,,
retry,retry-112,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07872500000000046,0.06958000000000047,0.08790000000000046,0.07125,0.007475000000000467,6.800116025829084e-16
retry,retry-113,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.7709149999999989,-0.7985699999999989,-0.7409349999999989,,,
retry,retry-113,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07872500000000035,0.06958000000000034,0.08790000000000033,0.07125,0.007475000000000356,5.551115123125783e-16
retry,retry-114,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.1447484999999992,-0.1536159999999992,-0.13625349999999922,,,
retry,retry-114,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.039589999999999834,-0.04359999999999984,-0.03564499999999984,-0.042749999999999996,0.0031600000000001627,4.85722573273506e-16
retry,retry-115,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.3007149999999985,-0.3136299999999984,-0.2887349999999985,,,
retry,retry-115,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.039589999999999924,-0.0435999999999999,-0.03564499999999995,-0.042749999999999996,0.0031600000000000725,4.85722573273506e-16
retry,retry-116,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.5386299999999993,-0.5585149999999992,-0.5204399999999992,,,
retry,retry-116,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.03959000000000003,-0.04360000000000003,-0.035645,-0.042749999999999996,0.0031599999999999684,4.163336342344337e-16
retry,retry-117,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.3406404999999989,-0.3547989999999988,-0.3259334999999989,,,
retry,retry-117,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.2132749999999995,-0.22408499999999948,-0.2021999999999995,-0.21374999999999997,0.00047500000000047504,9.159339953157541e-16
retry,retry-118,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.6297699999999986,-0.6474949999999989,-0.6097049999999985,,,
retry,retry-118,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.21327499999999952,-0.22408499999999948,-0.20219999999999957,-0.21374999999999997,0.0004750000000004473,7.494005416219807e-16
retry,retry-119,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-1.070814999999999,-1.097764999999999,-1.041689999999999,,,
retry,retry-119,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.6,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.21327499999999958,-0.22408499999999956,-0.20219999999999963,-0.21374999999999997,0.0004750000000003918,6.106226635438361e-16
retry,retry-120,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.07285000000000072,0.057048500000000724,0.08894300000000073,,,
retry,retry-120,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.16041000000000016,0.14921500000000015,0.17229000000000017,0.157225,0.00318500000000016,5.551115123125783e-16
retry,retry-121,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.061964999999998736,-0.08199499999999875,-0.04227999999999876,,,
retry,retry-121,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.16041,0.14921500000000004,0.17228999999999994,0.157225,0.0031849999999999934,3.3306690738754696e-16
retry,retry-122,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.26761499999999927,-0.2942349999999993,-0.24205499999999924,,,
retry,retry-122,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.16041000000000002,0.14921500000000004,0.17229,0.157225,0.003185000000000021,4.718447854656915e-16
retry,retry-123,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.7311605000000011,0.7138225000000009,0.7489230000000011,,,
retry,retry-123,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.8033550000000004,0.7871550000000005,0.8205400000000003,0.786125,0.01723000000000041,7.771561172376096e-16
retry,retry-124,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.5282300000000022,0.5087550000000022,0.5494850000000022,,,
retry,retry-124,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.8033550000000004,0.7871550000000005,0.8205400000000003,0.786125,0.01723000000000041,8.881784197001252e-16
retry,retry-125,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.21867500000000079,0.19410500000000083,0.24536000000000077,,,
retry,retry-125,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,0.2,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.8033550000000002,0.787155,0.8205400000000003,0.786125,0.01723000000000019,4.440892098500626e-16
retry,retry-126,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.0351300000000007,0.020589500000000795,0.049770500000000564,,,
retry,retry-126,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.1244100000000002,0.11468000000000023,0.13464000000000026,0.121125,0.0032850000000002044,7.216449660063518e-16
retry,retry-127,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.09968499999999866,-0.11866499999999865,-0.08101499999999884,,,
retry,retry-127,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.12441000000000006,0.11468000000000005,0.13464000000000004,0.121125,0.0032850000000000656,4.163336342344337e-16
retry,retry-128,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.3053349999999992,-0.3310149999999992,-0.28076999999999924,,,
retry,retry-128,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.12440999999999999,0.11467999999999996,0.1346399999999999,0.121125,0.0032849999999999963,5.828670879282072e-16
retry,retry-129,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.5410005000000011,0.5257930000000012,0.5568750000000012,,,
retry,retry-129,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.6198750000000006,0.6060200000000004,0.6346800000000005,0.605625,0.014250000000000651,8.881784197001252e-16
retry,retry-130,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.3380700000000023,0.3205350000000025,0.35779500000000225,,,
retry,retry-130,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.6198750000000005,0.6060200000000004,0.6346800000000005,0.605625,0.01425000000000054,8.881784197001252e-16
retry,retry-131,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.028515000000001223,0.004865000000001274,0.0539450000000012,,,
retry,retry-131,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,1,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.6198750000000003,0.6060200000000003,0.6346800000000004,0.605625,0.014250000000000318,5.551115123125783e-16
retry,retry-132,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.05916999999999928,-0.07123849999999925,-0.04761399999999929,,,
retry,retry-132,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.034410000000000183,0.02772500000000022,0.04119500000000007,0.030874999999999996,0.0035350000000001873,6.314393452555578e-16
retry,retry-133,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.19398499999999871,-0.21098499999999865,-0.17857499999999876,,,
retry,retry-133,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.03441000000000005,0.027725000000000066,0.04119500000000009,0.030874999999999996,0.0035350000000000555,4.926614671774132e-16
retry,retry-134,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.39963499999999924,-0.42342499999999933,-0.37783499999999925,,,
retry,retry-134,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.03440999999999998,0.02772499999999991,0.04119499999999998,0.030874999999999996,0.003534999999999986,5.030698080332741e-16
retry,retry-135,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.06560050000000117,0.05325250000000119,0.07886200000000113,,,
retry,retry-135,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.16117500000000057,0.15025500000000055,0.17231500000000058,0.15437499999999998,0.006800000000000583,1.0269562977782698e-15
retry,retry-136,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.13732999999999776,-0.1537749999999976,-0.11970499999999787,,,
retry,retry-136,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.16117500000000046,0.15025500000000044,0.17231500000000052,0.15437499999999998,0.006800000000000472,6.661338147750939e-16
retry,retry-137,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.4468849999999989,-0.46940499999999885,-0.42155999999999877,,,
retry,retry-137,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,3,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,0.1611750000000004,0.15025500000000044,0.17231500000000038,0.15437499999999998,0.006800000000000417,7.216449660063518e-16
retry,retry-138,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.15346999999999933,-0.16406149999999933,-0.14391849999999942,,,
retry,retry-138,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.055589999999999876,-0.061374999999999805,-0.0499299999999999,-0.059375,0.0037850000000001216,5.48172618408671e-16
retry,retry-139,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.2882849999999987,-0.3034399999999986,-0.27512499999999873,,,
retry,retry-139,verify_and_retry,always_verify,30,1000,5.0,1.0,0.6,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.05558999999999999,-0.061374999999999826,-0.04992999999999999,-0.059375,0.0037850000000000106,5.342948306008566e-16
retry,retry-140,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.4939349999999993,-0.5165599999999994,-0.47462999999999933,,,
retry,retry-140,verify_and_retry,always_verify,30,1000,5.0,1.0,1.5,0.05,0.3,5,0.1,6.0,0.05,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.055590000000000014,-0.06137499999999999,-0.049929999999999995,-0.059375,0.003784999999999983,3.5388358909926865e-16
retry,retry-141,repair_no_exclusion,naive_trust,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.40979949999999876,-0.4248679999999986,-0.39406849999999877,,,
retry,retry-141,verify_and_retry,always_verify,30,1000,5.0,1.0,0.01,0.05,0.3,5,0.1,6.0,0.25,0,0.2,5.0,0,0,0.0,0.95,0.05,0.8,0.1,3,3,0.4,0.6,0,-0.2975249999999995,-0.3111849999999995,-0.2833549999999996,-0.296875,-0.0006499999999994843,9.43689570931383e-16
