panel,cell,seed,policy,tape_id,completed,attempted,failures,prevented_breaches,exclusions,false_exclusions,scope_declines,repairs,appeals,verifications,resets,false_rejections,false_scope_declines,wasted_retries,gross_benefit,production_cost,verification_cost,commitment_cost,appeal_cost,repair_cost,scope_cost,third_party_harm,coordination_cost,participant_net,social_net,social_net_per_opportunity,completion_rate,unrealized_benefit
retry,retry-112,0,naive_trust,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,738,1000,262,0,0,0,0,0,0,0,0,0,0,0,3690.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.0,2690.0,2.69,0.738,1310.0
retry,retry-112,0,repair_no_exclusion,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,841,978,137,0,0,0,0,121,258,498,0,22,0,0,4205.0,978.0,298.7999999999999,49.9999999999993,77.39999999999962,465.0,0.0,0.0,891.1999999999988,2335.800000000001,2335.800000000001,2.335800000000001,0.841,795.0
retry,retry-112,0,verify_and_retry,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,819,952,133,0,0,0,0,117,250,1000,0,48,0,0,4095.0,952.0,600.0000000000113,0.0,74.99999999999964,453.0,0.0,0.0,1128.000000000011,2014.999999999989,2014.999999999989,2.014999999999989,0.819,905.0
retry,retry-112,1,always_verify,83f8c0e7171159d0c0149884ae0b953c581274fada99b5c29177f437b5b4a748,705,952,247,0,0,0,0,0,0,1000,0,48,0,0,3525.0,952.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1972.9999999999886,1972.9999999999886,1.9729999999999885,0.705,1475.0
retry,retry-112,1,naive_trust,83f8c0e7171159d0c0149884ae0b953c581274fada99b5c29177f437b5b4a748,742,1000,258,0,0,0,0,0,0,0,0,0,0,0,3710.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2710.0,2710.0,2.71,0.742,1290.0
retry,retry-112,1,repair_no_exclusion,83f8c0e7171159d0c0149884ae0b953c581274fada99b5c29177f437b5b4a748,832,975,143,0,0,0,0,111,254,531,0,25,0,0,4160.0,975.0,318.60000000000065,49.9999999999993,76.19999999999963,435.0,0.0,0.0,879.7999999999996,2305.2000000000003,2305.2000000000003,2.3052,0.832,840.0
retry,retry-112,1,verify_and_retry,83f8c0e7171159d0c0149884ae0b953c581274fada99b5c29177f437b5b4a748,813,952,139,0,0,0,0,108,247,1000,0,48,0,0,4065.0,952.0,600.0000000000113,0.0,74.09999999999965,423.0,0.0,0.0,1097.1000000000108,2015.8999999999892,2015.8999999999892,2.015899999999989,0.813,935.0
retry,retry-112,2,always_verify,d2d2db126ba8f9c98d01415803d46264867ed83977248411d1e10fb4ec6ee88a,699,944,245,0,0,0,0,0,0,1000,0,56,0,0,3495.0,944.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1950.9999999999886,1950.9999999999886,1.9509999999999885,0.699,1505.0
retry,retry-112,2,naive_trust,d2d2db126ba8f9c98d01415803d46264867ed83977248411d1e10fb4ec6ee88a,746,1000,254,0,0,0,0,0,0,0,0,0,0,0,3730.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.0,2730.0,2.73,0.746,1270.0
retry,retry-112,2,repair_no_exclusion,d2d2db126ba8f9c98d01415803d46264867ed83977248411d1e10fb4ec6ee88a,849,975,126,0,0,0,0,126,252,483,0,25,0,0,4245.0,975.0,289.79999999999956,49.9999999999993,75.59999999999964,480.0,0.0,0.0,895.3999999999985,2374.6000000000013,2374.6000000000013,2.3746000000000014,0.849,755.0
retry,retry-112,2,verify_and_retry,d2d2db126ba8f9c98d01415803d46264867ed83977248411d1e10fb4ec6ee88a,821,944,123,0,0,0,0,122,245,1000,0,56,0,0,4105.0,944.0,600.0000000000113,0.0,73.49999999999966,468.0,0.0,0.0,1141.500000000011,2019.499999999989,2019.499999999989,2.019499999999989,0.821,895.0
retry,retry-112,3,always_verify,6292fae562e02b6895d334425033c1e492dc3b9717d3658c991cb3047796e377,714,954,240,0,0,0,0,0,0,1000,0,46,0,0,3570.0,954.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2015.9999999999886,2015.9999999999886,2.0159999999999885,0.714,1430.0
retry,retry-112,3,naive_trust,6292fae562e02b6895d334425033c1e492dc3b9717d3658c991cb3047796e377,749,1000,251,0,0,0,0,0,0,0,0,0,0,0,3745.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.0,2745.0,2.745,0.749,1255.0
retry,retry-112,3,repair_no_exclusion,6292fae562e02b6895d334425033c1e492dc3b9717d3658c991cb3047796e377,842,977,135,0,0,0,0,113,248,510,0,23,0,0,4210.0,977.0,306.00000000000017,49.9999999999993,74.39999999999965,447.0,0.0,0.0,877.3999999999991,2355.600000000001,2355.600000000001,2.355600000000001,0.842,790.0
retry,retry-112,3,verify_and_retry,6292fae562e02b6895d334425033c1e492dc3b9717d3658c991cb3047796e377,824,954,130,0,0,0,0,110,240,1000,0,46,0,0,4120.0,954.0,600.0000000000113,0.0,71.99999999999967,438.0,0.0,0.0,1110.000000000011,2055.999999999989,2055.999999999989,2.055999999999989,0.824,880.0
retry,retry-112,4,always_verify,d219557d4d25c4820e5f3c7691be16e86db68dead49837a0bdb7153cf466e6dd,707,946,239,0,0,0,0,0,0,1000,0,54,0,0,3535.0,946.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1988.9999999999886,1988.9999999999886,1.9889999999999886,0.707,1465.0
retry,retry-112,4,naive_trust,d219557d4d25c4820e5f3c7691be16e86db68dead49837a0bdb7153cf466e6dd,750,1000,250,0,0,0,0,0,0,0,0,0,0,0,3750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,2750.0,2.75,0.75,1250.0
retry,retry-112,4,repair_no_exclusion,d219557d4d25c4820e5f3c7691be16e86db68dead49837a0bdb7153cf466e6dd,848,977,129,0,0,0,0,117,246,483,0,23,0,0,4240.0,977.0,289.79999999999956,49.9999999999993,73.79999999999966,432.0,0.0,0.0,845.5999999999985,2417.4000000000015,2417.4000000000015,2.4174000000000015,0.848,760.0
retry,retry-112,4,verify_and_retry,d219557d4d25c4820e5f3c7691be16e86db68dead49837a0bdb7153cf466e6dd,821,946,125,0,0,0,0,114,239,1000,0,54,0,0,4105.0,946.0,600.0000000000113,0.0,71.69999999999968,420.0,0.0,0.0,1091.700000000011,2067.2999999999893,2067.2999999999893,2.0672999999999893,0.821,895.0
retry,retry-112,5,always_verify,e931bcb707f898ecc5866a73e6dea107aa4b5a8f8e5fb9bd5d3fe625ecf2de95,700,947,247,0,0,0,0,0,0,1000,0,53,0,0,3500.0,947.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1952.9999999999886,1952.9999999999886,1.9529999999999885,0.7,1500.0
retry,retry-112,5,naive_trust,e931bcb707f898ecc5866a73e6dea107aa4b5a8f8e5fb9bd5d3fe625ecf2de95,738,1000,262,0,0,0,0,0,0,0,0,0,0,0,3690.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.0,2690.0,2.69,0.738,1310.0
retry,retry-112,5,repair_no_exclusion,e931bcb707f898ecc5866a73e6dea107aa4b5a8f8e5fb9bd5d3fe625ecf2de95,851,978,127,0,0,0,0,131,258,462,0,22,0,0,4255.0,978.0,277.1999999999991,49.9999999999993,77.39999999999962,480.0,0.0,0.0,884.599999999998,2392.400000000002,2392.400000000002,2.392400000000002,0.851,745.0
retry,retry-112,5,verify_and_retry,e931bcb707f898ecc5866a73e6dea107aa4b5a8f8e5fb9bd5d3fe625ecf2de95,824,947,123,0,0,0,0,124,247,1000,0,53,0,0,4120.0,947.0,600.0000000000113,0.0,74.09999999999965,450.0,0.0,0.0,1124.1000000000108,2048.899999999989,2048.899999999989,2.048899999999989,0.824,880.0
retry,retry-112,6,always_verify,4f7d4ba02f1c934e7b3923bbc03132d831bce2d612db3ab0260a56085fd66cef,693,945,252,0,0,0,0,0,0,1000,0,55,0,0,3465.0,945.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1919.9999999999886,1919.9999999999886,1.9199999999999886,0.693,1535.0
retry,retry-112,6,naive_trust,4f7d4ba02f1c934e7b3923bbc03132d831bce2d612db3ab0260a56085fd66cef,735,1000,265,0,0,0,0,0,0,0,0,0,0,0,3675.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,2675.0,2.675,0.735,1325.0
retry,retry-112,6,repair_no_exclusion,4f7d4ba02f1c934e7b3923bbc03132d831bce2d612db3ab0260a56085fd66cef,833,968,135,0,0,0,0,121,256,515,0,32,0,0,4165.0,968.0,309.0000000000003,49.9999999999993,76.79999999999963,447.0,0.0,0.0,882.7999999999992,2314.2000000000007,2314.2000000000007,2.314200000000001,0.833,835.0
retry,retry-112,6,verify_and_retry,4f7d4ba02f1c934e7b3923bbc03132d831bce2d612db3ab0260a56085fd66cef,812,945,133,0,0,0,0,119,252,1000,0,55,0,0,4060.0,945.0,600.0000000000113,0.0,75.59999999999964,441.0,0.0,0.0,1116.6000000000108,1998.3999999999892,1998.3999999999892,1.998399999999989,0.812,940.0
retry,retry-112,7,always_verify,02e50cb3a2f7e582de1f4abea8119743e90ee3aad7f99f70a7a411a432ef47c0,699,940,241,0,0,0,0,0,0,1000,0,60,0,0,3495.0,940.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1954.9999999999886,1954.9999999999886,1.9549999999999885,0.699,1505.0
retry,retry-112,7,naive_trust,02e50cb3a2f7e582de1f4abea8119743e90ee3aad7f99f70a7a411a432ef47c0,744,1000,256,0,0,0,0,0,0,0,0,0,0,0,3720.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,2720.0,2.72,0.744,1280.0
retry,retry-112,7,repair_no_exclusion,02e50cb3a2f7e582de1f4abea8119743e90ee3aad7f99f70a7a411a432ef47c0,854,975,121,0,0,0,0,128,249,474,0,25,0,0,4270.0,975.0,284.39999999999935,49.9999999999993,74.69999999999965,468.0,0.0,0.0,877.0999999999983,2417.9000000000015,2417.9000000000015,2.4179000000000013,0.854,730.0
retry,retry-112,7,verify_and_retry,02e50cb3a2f7e582de1f4abea8119743e90ee3aad7f99f70a7a411a432ef47c0,824,940,116,0,0,0,0,125,241,1000,0,60,0,0,4120.0,940.0,600.0000000000113,0.0,72.29999999999967,450.0,0.0,0.0,1122.3000000000109,2057.699999999989,2057.699999999989,2.057699999999989,0.824,880.0
retry,retry-112,8,always_verify,cc5776160fd6f60e068acef6802ecd1a177e8b85c2745b2cceaaedf394ef4ceb,728,959,231,0,0,0,0,0,0,1000,0,41,0,0,3640.0,959.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2080.9999999999886,2080.9999999999886,2.0809999999999884,0.728,1360.0
retry,retry-112,8,naive_trust,cc5776160fd6f60e068acef6802ecd1a177e8b85c2745b2cceaaedf394ef4ceb,756,1000,244,0,0,0,0,0,0,0,0,0,0,0,3780.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2780.0,2780.0,2.78,0.756,1220.0
retry,retry-112,8,repair_no_exclusion,cc5776160fd6f60e068acef6802ecd1a177e8b85c2745b2cceaaedf394ef4ceb,879,984,105,0,0,0,0,132,237,437,0,16,0,0,4395.0,984.0,262.1999999999985,49.9999999999993,71.09999999999968,462.0,0.0,0.0,845.2999999999975,2565.7000000000025,2565.7000000000025,2.5657000000000028,0.879,605.0
retry,retry-112,8,verify_and_retry,cc5776160fd6f60e068acef6802ecd1a177e8b85c2745b2cceaaedf394ef4ceb,857,959,102,0,0,0,0,129,231,1000,0,41,0,0,4285.0,959.0,600.0000000000113,0.0,69.2999999999997,450.0,0.0,0.0,1119.3000000000109,2206.699999999989,2206.699999999989,2.206699999999989,0.857,715.0
retry,retry-112,9,always_verify,d02e81b9d86eaec7976971ff03ec4539bf38f37c66b685de43a9b8c5e1a5a319,717,959,242,0,0,0,0,0,0,1000,0,41,0,0,3585.0,959.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2025.9999999999886,2025.9999999999886,2.0259999999999887,0.717,1415.0
retry,retry-112,9,naive_trust,d02e81b9d86eaec7976971ff03ec4539bf38f37c66b685de43a9b8c5e1a5a319,750,1000,250,0,0,0,0,0,0,0,0,0,0,0,3750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,2750.0,2.75,0.75,1250.0
retry,retry-112,9,repair_no_exclusion,d02e81b9d86eaec7976971ff03ec4539bf38f37c66b685de43a9b8c5e1a5a319,859,986,127,0,0,0,0,119,246,464,0,14,0,0,4295.0,986.0,278.3999999999991,49.9999999999993,73.79999999999966,450.0,0.0,0.0,852.1999999999981,2456.800000000002,2456.800000000002,2.456800000000002,0.859,705.0
retry,retry-112,9,verify_and_retry,d02e81b9d86eaec7976971ff03ec4539bf38f37c66b685de43a9b8c5e1a5a319,835,959,124,0,0,0,0,118,242,1000,0,41,0,0,4175.0,959.0,600.0000000000113,0.0,72.59999999999967,441.0,0.0,0.0,1113.6000000000108,2102.399999999989,2102.399999999989,2.102399999999989,0.835,825.0
retry,retry-112,10,always_verify,7238c9cba1c6544fac32f2d92051b1f666fb1e8d14f000bc462f44e52991ead2,723,946,223,0,0,0,0,0,0,1000,0,54,0,0,3615.0,946.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2068.9999999999886,2068.9999999999886,2.068999999999989,0.723,1385.0
retry,retry-112,10,naive_trust,7238c9cba1c6544fac32f2d92051b1f666fb1e8d14f000bc462f44e52991ead2,765,1000,235,0,0,0,0,0,0,0,0,0,0,0,3825.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.0,2825.0,2.825,0.765,1175.0
retry,retry-112,10,repair_no_exclusion,7238c9cba1c6544fac32f2d92051b1f666fb1e8d14f000bc462f44e52991ead2,862,976,114,0,0,0,0,116,230,466,0,24,0,0,4310.0,976.0,279.59999999999917,49.9999999999993,68.9999999999997,420.0,0.0,0.0,818.5999999999982,2515.400000000002,2515.400000000002,2.515400000000002,0.862,690.0
retry,retry-112,10,verify_and_retry,7238c9cba1c6544fac32f2d92051b1f666fb1e8d14f000bc462f44e52991ead2,835,946,111,0,0,0,0,112,223,1000,0,54,0,0,4175.0,946.0,600.0000000000113,0.0,66.89999999999972,408.0,0.0,0.0,1074.900000000011,2154.099999999989,2154.099999999989,2.154099999999989,0.835,825.0
retry,retry-112,11,always_verify,27298b72823c28748de88318742fb7c8db5c07f3710adfeb6c78734e234c2e63,730,947,217,0,0,0,0,0,0,1000,0,53,0,0,3650.0,947.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2102.9999999999886,2102.9999999999886,2.1029999999999887,0.73,1350.0
retry,retry-112,11,naive_trust,27298b72823c28748de88318742fb7c8db5c07f3710adfeb6c78734e234c2e63,772,1000,228,0,0,0,0,0,0,0,0,0,0,0,3860.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.0,2860.0,2.86,0.772,1140.0
retry,retry-112,11,repair_no_exclusion,27298b72823c28748de88318742fb7c8db5c07f3710adfeb6c78734e234c2e63,860,975,115,0,0,0,0,109,224,463,0,25,0,0,4300.0,975.0,277.7999999999991,49.9999999999993,67.19999999999972,393.0,0.0,0.0,787.9999999999981,2537.000000000002,2537.000000000002,2.5370000000000017,0.86,700.0
retry,retry-112,11,verify_and_retry,27298b72823c28748de88318742fb7c8db5c07f3710adfeb6c78734e234c2e63,836,947,111,0,0,0,0,106,217,1000,0,53,0,0,4180.0,947.0,600.0000000000113,0.0,65.09999999999974,384.0,0.0,0.0,1049.100000000011,2183.8999999999887,2183.8999999999887,2.183899999999989,0.836,820.0
retry,retry-112,12,always_verify,e146105b61a48aa92d9e2726f41a841cd0c3b3b3c10f7593339142b75260e194,702,944,242,0,0,0,0,0,0,1000,0,56,0,0,3510.0,944.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1965.9999999999886,1965.9999999999886,1.9659999999999886,0.702,1490.0
retry,retry-112,12,naive_trust,e146105b61a48aa92d9e2726f41a841cd0c3b3b3c10f7593339142b75260e194,743,1000,257,0,0,0,0,0,0,0,0,0,0,0,3715.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2715.0,2715.0,2.715,0.743,1285.0
retry,retry-112,12,repair_no_exclusion,e146105b61a48aa92d9e2726f41a841cd0c3b3b3c10f7593339142b75260e194,860,978,118,0,0,0,0,133,251,458,0,22,0,0,4300.0,978.0,274.799999999999,49.9999999999993,75.29999999999964,510.0,0.0,0.0,910.099999999998,2411.900000000002,2411.900000000002,2.411900000000002,0.86,700.0
retry,retry-112,12,verify_and_retry,e146105b61a48aa92d9e2726f41a841cd0c3b3b3c10f7593339142b75260e194,830,944,114,0,0,0,0,128,242,1000,0,56,0,0,4150.0,944.0,600.0000000000113,0.0,72.59999999999967,486.0,0.0,0.0,1158.6000000000108,2047.3999999999892,2047.3999999999892,2.047399999999989,0.83,850.0
retry,retry-112,13,always_verify,763a6d04adc0cdac7cd5230c29151eb1e6b4d9c173bf3b841bdb20ed05c3d5a5,695,945,250,0,0,0,0,0,0,1000,0,55,0,0,3475.0,945.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1929.9999999999886,1929.9999999999886,1.9299999999999886,0.695,1525.0
retry,retry-112,13,naive_trust,763a6d04adc0cdac7cd5230c29151eb1e6b4d9c173bf3b841bdb20ed05c3d5a5,735,1000,265,0,0,0,0,0,0,0,0,0,0,0,3675.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,2675.0,2.675,0.735,1325.0
retry,retry-112,13,repair_no_exclusion,763a6d04adc0cdac7cd5230c29151eb1e6b4d9c173bf3b841bdb20ed05c3d5a5,837,973,136,0,0,0,0,119,255,521,0,27,0,0,4185.0,973.0,312.6000000000004,49.9999999999993,76.49999999999963,456.0,0.0,0.0,895.0999999999993,2316.9000000000005,2316.9000000000005,2.3169000000000004,0.837,815.0
retry,retry-112,13,verify_and_retry,763a6d04adc0cdac7cd5230c29151eb1e6b4d9c173bf3b841bdb20ed05c3d5a5,811,945,134,0,0,0,0,116,250,1000,0,55,0,0,4055.0,945.0,600.0000000000113,0.0,74.99999999999964,447.0,0.0,0.0,1122.000000000011,1987.999999999989,1987.999999999989,1.987999999999989,0.811,945.0
retry,retry-112,14,always_verify,8f7c95bdd46b02fa5eb9b4ff750203fb3bc6023c7552ae6e5fc11def05fe2f07,718,953,235,0,0,0,0,0,0,1000,0,47,0,0,3590.0,953.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2036.9999999999886,2036.9999999999886,2.036999999999989,0.718,1410.0
retry,retry-112,14,naive_trust,8f7c95bdd46b02fa5eb9b4ff750203fb3bc6023c7552ae6e5fc11def05fe2f07,754,1000,246,0,0,0,0,0,0,0,0,0,0,0,3770.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,2770.0,2.77,0.754,1230.0
retry,retry-112,14,repair_no_exclusion,8f7c95bdd46b02fa5eb9b4ff750203fb3bc6023c7552ae6e5fc11def05fe2f07,851,975,124,0,0,0,0,115,239,505,0,25,0,0,4255.0,975.0,303.00000000000006,49.9999999999993,71.69999999999968,429.0,0.0,0.0,853.699999999999,2426.300000000001,2426.300000000001,2.4263000000000012,0.851,745.0
retry,retry-112,14,verify_and_retry,8f7c95bdd46b02fa5eb9b4ff750203fb3bc6023c7552ae6e5fc11def05fe2f07,831,953,122,0,0,0,0,113,235,1000,0,47,0,0,4155.0,953.0,600.0000000000113,0.0,70.49999999999969,420.0,0.0,0.0,1090.500000000011,2111.499999999989,2111.499999999989,2.1114999999999893,0.831,845.0
retry,retry-112,15,always_verify,bd884ff4b1bfe22f77af64619aac7a7b522d6ae0d488a5c71a91bb9f50437e0b,725,958,233,0,0,0,0,0,0,1000,0,42,0,0,3625.0,958.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,2066.9999999999886,2066.9999999999886,2.0669999999999886,0.725,1375.0
retry,retry-112,15,naive_trust,bd884ff4b1bfe22f77af64619aac7a7b522d6ae0d488a5c71a91bb9f50437e0b,752,1000,248,0,0,0,0,0,0,0,0,0,0,0,3760.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,2760.0,2.76,0.752,1240.0
retry,retry-112,15,repair_no_exclusion,bd884ff4b1bfe22f77af64619aac7a7b522d6ae0d488a5c71a91bb9f50437e0b,859,978,119,0,0,0,0,120,239,479,0,22,0,0,4295.0,978.0,287.39999999999947,49.9999999999993,71.69999999999968,435.0,0.0,0.0,844.0999999999984,2472.9000000000015,2472.9000000000015,2.4729000000000014,0.859,705.0
retry,retry-112,15,verify_and_retry,bd884ff4b1bfe22f77af64619aac7a7b522d6ae0d488a5c71a91bb9f50437e0b,840,958,118,0,0,0,0,115,233,1000,0,42,0,0,4200.0,958.0,600.0000000000113,0.0,69.8999999999997,420.0,0.0,0.0,1089.900000000011,2152.099999999989,2152.099999999989,2.152099999999989,0.84,800.0
retry,retry-112,16,always_verify,c5728b201c7ca3773aa37cfe9674b135f0a51f1234bae1f92e49ccbbee2028f6,688,945,257,0,0,0,0,0,0,1000,0,55,0,0,3440.0,945.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1894.9999999999886,1894.9999999999886,1.8949999999999887,0.688,1560.0
retry,retry-112,16,naive_trust,c5728b201c7ca3773aa37cfe9674b135f0a51f1234bae1f92e49ccbbee2028f6,731,1000,269,0,0,0,0,0,0,0,0,0,0,0,3655.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,2655.0,2.655,0.731,1345.0
retry,retry-112,16,repair_no_exclusion,c5728b201c7ca3773aa37cfe9674b135f0a51f1234bae1f92e49ccbbee2028f6,832,966,134,0,0,0,0,126,260,524,0,34,0,0,4160.0,966.0,314.4000000000005,49.9999999999993,77.99999999999962,468.0,0.0,0.0,910.3999999999994,2283.6000000000004,2283.6000000000004,2.2836000000000003,0.832,840.0
retry,retry-112,16,verify_and_retry,c5728b201c7ca3773aa37cfe9674b135f0a51f1234bae1f92e49ccbbee2028f6,813,945,132,0,0,0,0,125,257,1000,0,55,0,0,4065.0,945.0,600.0000000000113,0.0,77.09999999999962,465.0,0.0,0.0,1142.1000000000108,1977.8999999999892,1977.8999999999892,1.9778999999999891,0.813,935.0
retry,retry-112,17,always_verify,e2cd32ced8d3866208d2c32cad7554badda8707135fe380b4221e1da7272c375,700,950,250,0,0,0,0,0,0,1000,0,50,0,0,3500.0,950.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1949.9999999999886,1949.9999999999886,1.9499999999999886,0.7,1500.0
retry,retry-112,17,naive_trust,e2cd32ced8d3866208d2c32cad7554badda8707135fe380b4221e1da7272c375,740,1000,260,0,0,0,0,0,0,0,0,0,0,0,3700.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2700.0,2.7,0.74,1300.0
retry,retry-112,17,repair_no_exclusion,e2cd32ced8d3866208d2c32cad7554badda8707135fe380b4221e1da7272c375,854,977,123,0,0,0,0,133,256,487,0,23,0,0,4270.0,977.0,292.19999999999965,49.9999999999993,76.79999999999963,483.0,0.0,0.0,901.9999999999985,2391.0000000000014,2391.0000000000014,2.3910000000000013,0.854,730.0
retry,retry-112,17,verify_and_retry,e2cd32ced8d3866208d2c32cad7554badda8707135fe380b4221e1da7272c375,832,950,118,0,0,0,0,132,250,1000,0,50,0,0,4160.0,950.0,600.0000000000113,0.0,74.99999999999964,474.0,0.0,0.0,1149.000000000011,2060.999999999989,2060.999999999989,2.0609999999999893,0.832,840.0
retry,retry-112,18,always_verify,3914daa2914dde0a8b9f84dcc699a870236a4c4cb4078b81fff98e0cda20a7a1,710,955,245,0,0,0,0,0,0,1000,0,45,0,0,3550.0,955.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1994.9999999999886,1994.9999999999886,1.9949999999999886,0.71,1450.0
retry,retry-112,18,naive_trust,3914daa2914dde0a8b9f84dcc699a870236a4c4cb4078b81fff98e0cda20a7a1,740,1000,260,0,0,0,0,0,0,0,0,0,0,0,3700.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2700.0,2.7,0.74,1300.0
retry,retry-112,18,repair_no_exclusion,3914daa2914dde0a8b9f84dcc699a870236a4c4cb4078b81fff98e0cda20a7a1,840,979,139,0,0,0,0,111,250,492,0,21,0,0,4200.0,979.0,295.19999999999976,49.9999999999993,74.99999999999964,420.0,0.0,0.0,840.1999999999987,2380.800000000001,2380.800000000001,2.380800000000001,0.84,800.0
retry,retry-112,18,verify_and_retry,3914daa2914dde0a8b9f84dcc699a870236a4c4cb4078b81fff98e0cda20a7a1,819,955,136,0,0,0,0,109,245,1000,0,45,0,0,4095.0,955.0,600.0000000000113,0.0,73.49999999999966,414.0,0.0,0.0,1087.500000000011,2052.499999999989,2052.499999999989,2.052499999999989,0.819,905.0
retry,retry-112,19,always_verify,0e6d3e5acf24bf68b86a3cddffd7fb7c6cc7f0289f1bb80b5811f76bb515f5af,699,948,249,0,0,0,0,0,0,1000,0,52,0,0,3495.0,948.0,600.0000000000113,0.0,0.0,0.0,0.0,0.0,600.0000000000113,1946.9999999999886,1946.9999999999886,1.9469999999999887,0.699,1505.0
retry,retry-112,19,naive_trust,0e6d3e5acf24bf68b86a3cddffd7fb7c6cc7f0289f1bb80b5811f76bb515f5af,734,1000,266,0,0,0,0,0,0,0,0,0,0,0,3670.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0,2670.0,2.67,0.734,1330.0
retry,retry-112,19,repair_no_exclusion,0e6d3e5acf24bf68b86a3cddffd7fb7c6cc7f0289f1bb80b5811f76bb515f5af,829,970,141,0,0,0,0,117,258,549,0,30,0,0,4145.0,970.0,329.40000000000106,49.9999999999993,77.39999999999962,417.0,0.0,0.0,873.8,2301.2,2301.2,2.3011999999999997,0.829,855.0
retry,retry-112,19,verify_and_retry,0e6d3e5acf24bf68b86a3cddffd7fb7c6cc7f0289f1bb80b5811f76bb515f5af,814,948,134,0,0,0,0,115,249,1000,0,52,0,0,4070.0,948.0,600.0000000000113,0.0,74.69999999999965,408.0,0.0,0.0,1082.700000000011,2039.299999999989,2039.299999999989,2.0392999999999892,0.814,930.0
retry,retry-113,0,always_verify,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,702,952,250,0,0,0,0,0,0,1000,0,48,0,0,3510.0,952.0,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,1058.0,1058.0,1.058,0.702,1490.0
retry,retry-113,0,naive_trust,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,738,1000,262,0,0,0,0,0,0,0,0,0,0,0,3690.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.0,2690.0,2.69,0.738,1310.0
retry,retry-113,0,repair_no_exclusion,a951ac8be2a18a24a1dff279e244ad1c25eb9a453075b6e3fc5333ecd9f92940,841,978,137,0,0,0,0,121,258,498,0,22,0,0,4205.0,978.0,747.0,49.9999999999993,77.39999999999962,465.0,0.0,0.0,1339.399999999999,1887.600000000001,1887.600000000001,1.887600000000001,0.841,795.0
